,time,altitude,ground_distance,mass,x_cg,true_airspeed,equivalent_airspeed,mach,d_vx_dt,density,exterior_temperature,gamma,alpha,delta_m,cl_wing,cl_htp,cl_aircraft,cd_aircraft,delta_Cl,delta_Cd,delta_Cm,thrust (N),thrust_rate,engine_setting,tsfc (kg/s/N),fuel_flow (kg/s),energy_consumed (W*h),time step (s),name
11,165.14528522860695,924.9103448275863,7564.5336997190525,1747.3649929730034,3.4781796093621873,47.16435633590032,45.095018967519685,0.14006720530210381,0.011867886633821295,1.1198559509908683,282.13808275862067,6.247452769416061,7.194817668620199,-11.572679868630276,0.8303035304935371,-0.039172922498875995,0.7911306079946612,0.05859690621180632,0.0,0.0,0.0,3142.757842777334,0.8987986841864135,2.0,0.0,0.0,1294.7936242546568,16.523235800344224,sizing:main_route:climb
12,181.66852102895118,1008.9931034482759,8340.912166415643,1747.3649929730034,3.4781796093621873,47.35936262431374,45.095018967519685,0.14078275206739344,0.011736330315456208,1.1106527293538593,281.5915448275862,6.115046906502794,7.200183905973071,-11.57997003725434,0.8307362336362352,-0.039184187637035184,0.7915520459992,0.0586365670349195,0.0,0.0,0.0,3103.7220383319295,0.8898130380626421,2.0,0.0,0.0,1302.3870937464922,16.812609457092833,sizing:main_route:climb
13,198.481130486044,1093.0758620689655,9134.352588144893,1747.3649929730034,3.4781796093621873,47.55555639460158,45.095018967519685,0.1415033550900159,0.011602870814834156,1.1015074821688193,281.0450068965517,5.98360936786481,7.2054640080228305,-11.58714318889931,0.8311619913134418,-0.0391952719546257,0.7919667193588161,0.05867561174773335,0.0,0.0,0.0,3064.948832533782,0.8808630708316871,2.0,0.0,0.0,1310.3636385795817,17.112299465240653,sizing:main_route:climb
14,215.59342995128466,1177.1586206896552,9945.479453150212,1747.3649929730034,3.4781796093621873,47.752947208275145,45.095018967519685,0.14222906003613023,0.011467483915977138,1.0924199559097005,280.4984689655172,5.853135853447025,7.210659110612461,-11.594200866636474,0.8315808951131349,-0.03920617783607945,0.7923747172770554,0.0587140477608443,0.0,0.0,0.0,3026.4375059900644,0.8719487664955923,2.0,0.0,0.0,1318.7425202106463,17.422867513611607,sizing:main_route:climb
15,233.01629746489627,1261.2413793103449,10774.95146127626,1747.3649929730034,3.4781796093621873,47.95154472267173,45.095018967519685,0.1429599130744341,0.01133014507144749,1.0833898976688763,279.95193103448275,5.723622103386335,7.215770337807733,-11.601144597537512,0.831993035673644,-0.039216907641105136,0.7927761280325389,0.05875188243081295,0.0,0.0,0.0,2988.1873371843603,0.8630701088791288,2.0,0.0,0.0,1327.5445181336713,17.7449168207024,sizing:main_route:climb
16,250.76121428559867,1345.3241379310346,11623.464054873799,1747.3649929730034,3.4781796093621873,48.15135869210454,45.095018967519685,0.14369596088268985,0.011190829396688366,1.0744170551568328,279.40539310344826,5.595063897135233,7.220798802024425,-11.60797589284728,0.8323985026939098,-0.03922746370495485,0.7931710389889549,0.05878912306019116,0.0,0.0,0.0,2950.1976024764977,0.854227081628001,2.0,0.0,0.0,1336.7920631476447,18.07909604519773,sizing:main_route:climb
17,268.8403103307964,1429.4068965517242,12491.75218804555,1747.3649929730034,3.4781796093621873,48.35239896902873,45.095018967519685,0.14443725065434776,0.011049511664883339,1.0655011767018585,278.85885517241377,5.467457052603839,7.225745604152811,-11.614696248152944,0.8327973849435204,-0.03923784833868571,0.7935595366048347,0.0588257768975514,0.0,0.0,0.0,2912.4675761033127,0.8454196682073671,2.0,0.0,0.0,1346.5093872116975,18.42610364683304,sizing:main_route:climb
18,287.26641397762944,1513.489655172414,13380.593361681294,1747.3649929730034,3.4781796093621873,48.55467550522369,45.095018967519685,0.1451838301052688,0.010906166301779438,1.0566420112497366,278.3123172413793,5.340797425319939,7.230611833679559,-11.62130714354959,0.8331897702725419,-0.0392480638294157,0.7939417064431262,0.05886185113751921,0.0,0.0,0.0,2874.9965301793754,0.8366478519003454,2.0,0.0,0.0,1356.7226919747197,18.786692759295477,sizing:main_route:climb
19,306.0531067369249,1597.5724137931036,14290.810955490551,1747.3649929730034,3.4781796093621873,48.758198352992004,45.095018967519685,0.14593574748054858,0.010760767380401878,1.0478393083634363,277.7657793103448,5.215080907606564,7.235398568807165,-11.62781004380247,0.8335757456211483,-0.03925811244057434,0.794317633180574,0.05889735292080892,0.0,0.0,0.0,2837.7837346975643,0.8279116158064419,2.0,0.0,0.0,1367.4603384315633,19.16167664670661,sizing:main_route:climb
20,325.2147833836315,1681.6551724137933,15223.277892601565,1747.3649929730034,3.4781796093621873,48.962977666375174,45.095018967519685,0.1466930515614435,0.010613288615753115,1.0390928182228023,277.21924137931035,5.090303427776695,7.240106876571009,-11.634206398506018,0.8339553970290599,-0.03926799641214844,0.7946874006169115,0.05893228933426271,0.0,0.0,0.0,2800.82845752963,0.819210942839973,2.0,0.0,0.0,1378.7530605833513,19.551934826883894,sizing:main_route:climb
21,344.7667182105154,1765.737931034483,16178.9206773663,1747.3649929730034,3.4781796093621873,49.16902370238662,45.095018967519685,0.1474557916724024,0.010463703359089962,1.0304022916242455,276.67270344827585,4.96646094934469,7.244737812954056,-11.640497642239707,0.8343288096447927,-0.03927771796092293,0.7950510916838698,0.05896666741089292,0.0,0.0,0.0,2764.129964426058,0.8105458157282294,2.0,0.0,0.0,1390.6342064794608,19.958419958419938,sizing:main_route:climb
22,364.72513816893536,1849.8206896551726,17158.723852925403,1747.3649929730034,3.4781796093621873,49.376346822261986,45.095018967519685,0.14822401768820362,0.010311984592503638,1.0217674799804306,276.12616551724136,4.843549470254007,7.249292422999298,-11.64668519472076,0.8346960677347253,-0.03928727928071685,0.7954087884540084,0.05900049412992752,0.0,0.0,0.0,2727.687519016473,0.8019162170098153,2.0,0.0,0.0,1403.1400106116123,20.382165605095565,sizing:main_route:climb
23,385.1073037740309,1933.9034482758623,18163.734932005966,1747.3649929730034,3.4781796093621873,49.58495749272721,45.095018967519685,0.1489977800412009,0.010158104923108147,1.013188135319967,275.57962758620687,4.721565022120885,7.253771740920005,-11.652770460953958,0.8350572546919881,-0.03929668254261483,0.7957605721493732,0.059033776416859064,0.0,0.0,0.0,2691.5003828093963,0.7933221290327443,2.0,0.0,0.0,1416.309902333586,20.824295010845958,sizing:main_route:climb
24,405.9315987848769,2017.9862068965517,19195.06986254446,1747.3649929730034,3.4781796093621873,49.79486628728451,45.095018967519685,0.1497771297286787,0.010002036577301823,1.004664010287096,275.0330896551724,4.600503669493574,7.258176790207836,-11.658754831378504,0.8354124530451814,-0.03930592989519399,0.7961065231499874,0.05906652114349663,0.0,0.0,0.0,2655.5678151921493,0.7847635339525686,2.0,0.0,0.0,1430.1868558234764,21.286031042128627,sizing:main_route:climb
25,427.2176298270055,2102.0689655172414,20253.919099287028,1747.3649929730034,3.4781796093621873,50.00608388751673,45.095018967519685,0.15056211832032,0.009843751394715097,0.9961948581413782,274.4865517241379,4.480361509126748,7.262508583738906,-11.66463968201211,0.8357617444669279,-0.039315023464746676,0.7964467210021812,0.059098735128021496,0.0,0.0,0.0,2619.8890734302277,0.7762404137303055,2.0,0.0,0.0,1444.8177881162753,21.768707482993193,sizing:main_route:climb
26,448.9863373099987,2186.151724137931,21341.55436381323,1747.3649929730034,3.4781796093621873,50.21862108441006,45.095018967519685,0.15135279796578713,0.009683220822851798,0.9877804327573844,273.94001379310345,4.361134669270781,7.266768123877759,-11.670426374592266,0.8361052097822561,-0.03932396535549869,0.7967812444267575,0.05913042513504536,0.0,0.0,0.0,2584.463412667913,0.7677527501307638,2.0,0.0,0.0,1460.254012957872,22.27378190255223,sizing:main_route:climb
27,471.26011921255093,2270.2344827586207,22459.336188819834,1747.3649929730034,3.4781796093621873,50.43248877969598,45.095018967519685,0.15214922140241963,0.009520415910044176,0.9794204886243782,273.39347586206895,4.242819308975502,7.270956402579573,-11.676116256715067,0.8364429289768425,-0.03933275764982387,0.7971101713270186,0.05916159787567326,0.0,0.0,0.0,2549.2900859259585,0.759300524719838,2.0,0.0,0.0,1476.5517597079368,22.802850356294528,sizing:main_route:climb
28,494.06296956884546,2354.3172413793104,23608.722358435953,1747.3649929730034,3.4781796093621873,50.64769798721204,45.095018967519685,0.15295144196304863,0.009355307299839282,0.971114780846005,272.84693793103446,4.125411617408134,7.27507440149029,-11.681710661971254,0.836774981205084,-0.0393414024084542,0.7974335787966298,0.059192260007568304,0.0,0.0,0.0,2514.368344101791,0.7508837188626499,2.0,0.0,0.0,1493.772768330187,23.357664233576656,sizing:main_route:climb
29,517.4206338024221,2438.4,24791.277375377285,1747.3649929730034,3.4781796093621873,50.86425983428227,45.095018967519685,0.1537595135839318,0.009187865224783195,0.9628630651399779,272.30039999999997,4.008907813185082,7.279123092045014,-11.687210910079884,0.8371014447980341,-0.039349901670686485,0.7977515431273475,0.0592224181350208,0.0,0.0,0.0,2479.69743596869,0.742502313721288,2.0,0.0,0.0,1475.1970181447305,50.27817489981919,sizing:main_route:climb
30,567.6988087022413,2438.4,28929.729816020183,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.3426081324214,50.27817489981919,sizing:main_route:cruise
31,617.9769836020605,2438.4,33068.18225666308,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.38390623194,50.278174899819305,sizing:main_route:cruise
32,668.2551585018798,2438.4,37206.63469730598,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.4245611950246,50.278174899819305,sizing:main_route:cruise
33,718.5333334016991,2438.4,41345.08713794888,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.260132120276845,0.33691775027074145,-0.026327952283651736,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.4645688516216,50.27817489981919,sizing:main_route:cruise
34,768.8115083015183,2438.4,45483.53957859178,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.5039259686455,50.27817489981919,sizing:main_route:cruise
35,819.0896832013375,2438.4,49621.992019234676,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.5426302809983,50.27817489981919,sizing:main_route:cruise
36,869.3678581011567,2438.4,53760.44445987757,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.5806805217267,50.27817489981919,sizing:main_route:cruise
37,919.6460330009759,2438.4,57898.89690052047,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.618076451185,50.278174899819305,sizing:main_route:cruise
38,969.9242079007952,2438.4,62037.34934116337,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.260132120276845,0.33691775027074145,-0.026327952283651736,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.654818885142,50.27817489981908,sizing:main_route:cruise
39,1020.2023828006143,2438.4,66175.80178180627,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.690909721976,50.278174899819305,sizing:main_route:cruise
40,1070.4805577004336,2438.4,70314.25422244916,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.726351968533,50.27817489981908,sizing:main_route:cruise
41,1120.7587326002526,2438.4,74452.70666309206,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.7611497652465,50.27817489981953,sizing:main_route:cruise
42,1171.0369075000722,2438.4,78591.15910373497,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.795308409696,50.27817489981908,sizing:main_route:cruise
43,1221.3150823998913,2438.4,82729.61154437787,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768463,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.8288343796385,50.278174899819305,sizing:main_route:cruise
44,1271.5932572997106,2438.4,86868.06398502077,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.8617353543173,50.278174899819305,sizing:main_route:cruise
45,1321.8714321995299,2438.4,91006.51642566366,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.894020235204,50.27817489981908,sizing:main_route:cruise
46,1372.149607099349,2438.4,95144.96886630656,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.925699165505,50.278174899819305,sizing:main_route:cruise
47,1422.4277819991682,2438.4,99283.42130694946,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.9567835485914,50.278174899819305,sizing:main_route:cruise
48,1472.7059568989876,2438.4,103421.87374759236,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.260132120276845,0.33691775027074145,-0.026327952283651736,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2682.9872860657265,50.27817489981908,sizing:main_route:cruise
49,1522.9841317988066,2438.4,107560.32618823525,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.0172206928323,50.278174899819305,sizing:main_route:cruise
50,1573.262306698626,2438.4,111698.77862887815,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.046602716385,50.278174899819305,sizing:main_route:cruise
51,1623.5404815984452,2438.4,115837.23106952105,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.0754487488693,50.27817489981908,sizing:main_route:cruise
52,1673.8186564982643,2438.4,119975.68351016394,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.1037767435637,50.278174899819305,sizing:main_route:cruise
53,1724.0968313980836,2438.4,124114.13595080684,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.131606008804,50.27817489981908,sizing:main_route:cruise
54,1774.3750062979027,2438.4,128252.58839144974,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731928,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.158957222249,50.278174899819305,sizing:main_route:cruise
55,1824.653181197722,2438.4,132391.04083209264,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.026327952283651743,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.1858524446775,50.278174899819305,sizing:main_route:cruise
56,1874.9313560975413,2438.4,136529.49327273553,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.212315134132,50.27817489981908,sizing:main_route:cruise
57,1925.2095309973604,2438.4,140667.94571337843,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.2383701601743,50.278174899819305,sizing:main_route:cruise
58,1975.4877058971797,2438.4,144806.39815402133,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.2640438184726,50.27817489981908,sizing:main_route:cruise
59,2025.7658807969988,2438.4,148944.85059466423,1747.3649929730034,3.4781796093621873,82.31111111111112,72.97503451119574,0.24882140127923863,0.0,0.9628630651399779,272.30039999999997,0.0,1.0760148637731932,-3.2601321202768454,0.33691775027074145,-0.02632795228365174,0.3105897979870897,0.027038881922570025,0.0,0.0,0.0,1489.6110927841446,0.6372945813498697,3.0,0.0,0.0,2683.289363846322,50.27817489981908,sizing:main_route:cruise
60,2076.044055696818,2438.4,153083.30303530712,1747.3649929730034,3.4781796093621873,64.34878834367107,57.05007485312802,0.19452240979568083,-0.004981561259634589,0.9628630651399779,272.30039999999997,-1.3570874480576745,3.5814091847461245,-6.66377341838234,0.5389386310286235,-0.03158743137730656,0.5073511996513169,0.036659276526755165,0.0,0.0,0.0,821.178699706441,0.2943807952675995,2.0,0.0,0.0,1976.769840288257,84.2105263157896,sizing:main_route:descent
