95,,94,,93,,92,,90,,87.5,,85,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
4313.771517996871,281.7102137767222,4050.860719874805,242.51781472684092,4001.564945226917,516.8646080760095,3618.1533646322387,623.7529691211402,2522.6917057902974,747.2684085510689,2199.5305164319248,857.7197149643705,1717.527386541471,836.3420427553444
4313.771517996871,293.5866983372922,4050.860719874805,262.7078384798101,3804.3818466353678,478.85985748218525,3415.4929577464795,600,2424.1001564945227,671.2589073634203,1936.6197183098593,733.0166270783848,1514.8669796557124,746.0807600950119
4330.2034428795,303.08788598574836,4039.9061032863856,288.83610451306424,3612.6760563380285,440.85510688836104,3174.4913928012525,559.6199524940617,2199.5305164319248,592.8741092636579,1668.2316118935842,621.3776722090261,1328.6384976525824,640.3800475059383
4346.635367762129,310.2137767220903,4050.860719874805,313.7767220902613,3273.0829420970267,438.4798099762471,2752.7386541471046,507.3634204275534,2018.7793427230044,515.6769596199524,1438.1846635367763,496.6745843230404,1125.9780907668232,527.5534441805225
4363.067292644758,317.33966745843236,4034.4287949921754,369.59619952494074,3108.763693270736,366.03325415676966,2654.1471048513304,438.4798099762471,1903.755868544601,465.79572446555824,1251.9561815336463,375.5344418052257,1054.773082942097,427.790973871734
4395.931142410016,319.71496437054634,4083.7245696400632,432.54156769596204,3278.560250391237,284.08551068883617,2500.7824726134586,367.22090261282665,1755.868544600939,393.3491686460808,1197.1830985915494,244.8931116389549,950.7042253521129,322.09026128266044
4456.181533646322,317.33966745843236,4182.316118935837,480.0475059382423,3464.7887323943664,195.01187648456062,2467.918622848201,280.5225653206651,1657.2769953051643,268.64608076009506,1460.093896713615,135.6294536817103,934.2723004694838,187.88598574821856
4494.522691705791,314.9643705463184,4478.090766823161,500.2375296912114,3722.2222222222226,177.19714964370564,2582.942097026604,210.45130641330172,1909.2331768388108,170.07125890736359,1980.438184663537,98.81235154394312,1202.6604068857591,104.75059382422808
4543.818466353678,311.4014251781473,4675.2738654147115,490.7363420427554,4105.633802816902,145.13064133016644,2873.2394366197186,171.25890736342046,2374.8043818466354,130.87885985748233,2736.306729264476,78.62232779097405,1761.3458528951487,76.24703087885996
4571.205007824727,306.6508313539192,4932.707355242566,451.5439429928741,4401.408450704226,133.2541567695963,3201.877934272301,157.00712589073635,2873.2394366197186,103.5629453681712,3404.5383411580597,70.30878859857489,2456.9640062597814,64.37054631828994
4620.5007824726135,303.08788598574836,5201.095461658842,404.0380047505939,4916.275430359938,129.69121140142522,3470.2660406885766,121.37767220902617,3399.06103286385,95.24940617577204,4023.474178403756,66.74584323040392,3201.877934272301,64.37054631828994
4658.841940532082,298.3372921615203,5414.7104851330205,387.4109263657957,5190.140845070423,133.2541567695963,3859.154929577465,117.81472684085509,4105.633802816902,90.49881235154396,4680.751173708921,63.182897862232835,3935.8372456964016,52.494061757719805
4708.13771517997,290.02375296912123,5431.14241001565,174.82185273159155,5491.392801251957,141.56769596199535,4313.771517996871,107.12589073634206,4620.5007824726135,82.18527315914503,5338.028169014085,67.93349168646091,4636.932707355243,54.86935866983379
4702.66040688576,281.7102137767222,5255.8685446009395,168.88361045130648,,,4730.046948356809,107.12589073634206,5173.708920187794,83.3729216152019,,,5480.438184663538,58.43230403800476
4664.319248826292,274.5843230403801,4960.093896713615,165.3206650831355,,,5223.004694835681,109.50118764845615,5491.392801251957,94.06175771971505,,,,
4620.5007824726135,271.02137767220904,4713.615023474179,165.3206650831355,,,,,,,,,,
4549.295774647888,266.2707838479811,4395.931142410016,168.88361045130648,,,,,,,,,,
4456.181533646322,262.7078384798101,4160.406885758998,190.26128266033265,,,,,,,,,,
4374.021909233177,266.2707838479811,4078.247261345853,224.70308788598584,,,,,,,,,,
4324.72613458529,273.396674584323,,,,,,,,,,,,
