95,,94,,93,,92,,90,,87.5,,85,,80,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
4319.248826291079,287.88598574821845,4056.3380281690133,291.44893111638953,3163.536776212832,325.8907363420427,2495.3051643192484,335.39192399049887,1772.3004694835681,344.8931116389548,1257.433489827856,348.4560570071259,989.0453834115806,349.64370546318287,660.4068857589984,357.9572446555819
4390.453834115805,265.3206650831354,4045.383411580594,272.44655581947734,3245.6964006259777,293.8242280285035,2500.782472613458,264.1330166270784,1679.1862284820031,266.5083135391924,1213.6150234741785,271.25890736342035,912.3630672926447,261.7577197149643,627.5430359937404,290.26128266033254
4521.909233176839,264.1330166270784,4072.769953051643,230.8788598574822,3338.810641627543,265.3206650831354,2621.2832550860717,204.75059382422808,1783.2550860719875,202.37529691211398,1213.6150234741785,210.68883610451303,928.794992175274,201.187648456057,600.1564945226919,217.8147268408551
4620.500782472613,270.07125890736336,4111.111111111111,203.56294536817097,3535.9937402190917,184.560570071259,2895.1486697965565,169.1211401425178,1942.0970266040686,164.3705463182897,1410.7981220657275,138.2422802850357,1021.9092331768388,138.2422802850357,649.4522691705793,129.92874109263653
4708.137715179968,283.1353919239905,4193.270735524256,184.560570071259,3711.2676056338023,175.05938242280286,3388.10641627543,131.11638954869363,2292.6447574334898,135.8669833729216,1684.6635367762128,116.86460807600952,1290.2973395931142,99.04988123515443,786.3849765258217,91.92399049881237
,,4352.1126760563375,170.3087885985749,4143.974960876369,144.18052256532064,3727.699530516432,107.36342042755336,2626.7605633802814,116.86460807600952,1931.1424100156491,101.42517814726841,1553.2081377151799,87.1733966745843,1071.2050078247264,66.98337292161523
,,4500,166.7458432304037,4363.067292644757,133.4916864608076,4417.840375586854,108.55106888361047,2982.785602503912,102.6128266033254,2205.0078247261345,91.92399049881237,1859.9374021909234,72.92161520190018,1432.7073552425663,56.294536817102085
,,4669.7965571205,164.3705463182897,4631.455399061032,131.11638954869363,4751.956181533646,106.17577197149649,3470.2660406885752,90.73634204275527,2621.2832550860717,82.42280285035622,2215.962441314554,69.35866983372921,1827.0735524256652,51.54394299287401
,,5003.912363067292,165.55819477434682,4987.480438184663,131.11638954869363,5140.845070422534,108.55106888361047,4133.02034428795,87.1733966745843,3021.1267605633802,72.92161520190018,2593.896713615023,64.60807600950125,2248.826291079812,51.54394299287401
,,5217.52738654147,167.9334916864608,5212.050078247261,132.3040380047505,5425.665101721439,114.48931116389542,4746.478873239436,81.23515439429934,3552.4256651017204,69.35866983372921,3081.377151799687,64.60807600950125,2692.488262910798,47.980997624703036
,,5442.097026604069,175.05938242280286,5474.960876369327,139.42992874109257,,,5414.71048513302,89.54869358669828,4012.5195618153357,69.35866983372921,3519.5618153364626,64.60807600950125,3086.8544600938963,49.16864608076003
,,,,,,,,,,4560.250391236306,64.60807600950125,4094.6791862284817,56.294536817102085,3514.0845070422533,50.35629453681713
,,,,,,,,,,5047.73082942097,66.98337292161523,4615.023474178403,55.106888361045094,4105.633802816901,36.1045130641329
,,,,,,,,,,5447.574334898278,66.98337292161523,5124.413145539906,56.294536817102085,4500,34.916864608076025
,,,,,,,,,,,,,,4866.979655712049,34.916864608076025
,,,,,,,,,,,,,,5332.5508607198735,37.29216152019001
