SPEED,LOSSES
0, 33.33333333333394
1004.566210045662, 205.55555555555657
2009.132420091324, 538.8888888888896
3018.264840182648, 1055.5555555555566
4022.8310502283102, 1794.4444444444453
5036.529680365297, 2777.777777777779
4242.009132420091, 1988.8888888888896
4735.159817351599, 2483.333333333334
3662.100456621005, 1494.4444444444453
2940.6392694063925, 994.4444444444453
1913.2420091324202, 500.0000000000009
