E_on_X,E_on_Y,E_rr_X,E_rr_Y,E_off_X,E_off_Y
199.2854565138939,0.0020592565860700126,200.23096355106463,0.003478022374594011,198.75857091302777,0.0034976542764345014
300.1948754962107,0.0025765427643450033,299.4947672320462,0.004487838325514257,296.4200649584988,0.004881775532298811
398.21725009022026,0.00297546012269939,397.27174305304953,0.00555669433417539,397.0263442800435,0.0062266329844821375
500.59184409960307,0.0034928184770840875,499.45867917719244,0.0065863587152652486,499.11945146156626,0.007512450378924577
599.9927823890291,0.004128256946950562,597.2428726091664,0.007635510645976183,595.3590761457958,0.008778274990977986
699.4225911223386,0.004684879105016242,695.0487188740528,0.008625550342836522,694.5146156622159,0.010083652111151208
798.8379646337064,0.00528090941898232,797.2356549981957,0.009655214723926381,796.6005052327682,0.011389173583543848
886.5680259833996,0.005777841934319744,895.0775893179359,0.010546734031035728,897.1779141104296,0.012812847347527969
