,propeller_1 rpm [1/min],propeller_1 shaft_power_in [kW],propeller_1 torque_in [N*m],motor_1 efficiency [-],motor_1 torque_out [N*m],motor_1 ac_current_rms_in [A],motor_1 ac_voltage_rms_in [V],inverter_1 modulation_index [-],inverter_1 efficiency [-],inverter_1 dc_current_in [A],inverter_1 diode_temperature [degK],inverter_1 IGBT_temperature [degK],dc_bus_1 dc_voltage [V],harness_1 dc_current [A],harness_1 cable_temperature [degK],dc_bus_2 dc_voltage [V],dc_dc_converter_1 efficiency [-],dc_dc_converter_1 duty_cycle [-],dc_dc_converter_1 dc_current_in [A],dc_dc_converter_1 dc_current_out [A],battery_pack_1 c_rate [1/h],battery_pack_1 state_of_charge [percent],battery_pack_1 open_circuit_voltage [V],battery_pack_1 internal_resistance [ohm],battery_pack_1 voltage_out [V]
34,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9891219603831731,0.5266359795410303,251.39309610073795,223.50534275114785,0.6307348649735528,84.18630859567769,3.869895660781658,0.003948187494375685,764.0180941317103
35,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9891074481998475,0.5271650742365298,251.93094661636962,223.50534275114785,0.6320843096385605,83.3054142107734,3.8624097994747646,0.0039883096341998174,762.3981681279209
36,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9890931771410418,0.5276838870792457,252.4595329995729,223.50534275114785,0.633410510979042,82.4226351699001,3.8550808254586526,0.004027123196368234,760.8128764453819
37,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9890791476530317,0.5281924832062019,252.97885574077347,223.50534275114785,0.6347134702254549,81.53800393505598,3.847906786954497,0.0040646417172273235,759.2618259926413
38,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9890653598036346,0.5286909396484708,253.4889290324929,223.50534275114785,0.6359932229862482,80.6515529665208,3.840885596699858,0.00410087921674257,757.7445937794379
39,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9890518132718863,0.5291793455436893,253.9897811108483,223.50534275114785,0.6372498401046698,79.76331467484296,3.8340150297924445,0.004135850194154142,756.2607264588025
40,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9890385073381048,0.5296578023400902,254.48145458381825,223.50534275114785,0.6384834284823734,78.87332137163006,3.827292721576651,0.004169569623130131,754.8097398822418
41,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9890254408743495,0.5301264239920505,254.96400674599454,223.50534275114785,0.6396941318691164,77.98160521918913,3.8207161655719406,0.004202052946430338,753.3911186678489
42,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9890126123352847,0.5305853371472711,255.43750987970213,223.50534275114785,0.6408821316182579,77.08819817906405,3.8142827114409044,0.004233316070095397,752.0043157809147
43,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9890000197494472,0.5310346813257377,255.90205154244788,223.50534275114785,0.6420476474079562,76.1931319595176,3.807989562994967,0.004263375357177947,750.6487521266208
44,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.988987660710921,0.5314746090907039,256.3577348408077,223.50534275114785,0.6431909379283391,75.29643796200664,3.8018337762348184,0.004292247621034374,749.3238161541885
45,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9889755323714118,0.5319052862120154,256.80467869098857,223.50534275114785,0.6443123015352443,74.3981472266972,3.7958122574221904,0.0043199501181975354,748.0288634717449
46,2000.0,157.46789433576524,751.8538128542792,0.9885648747397079,751.8538128542792,2743.0873485232846,58.069382490143525,0.08391509825075665,0.8409035886293366,223.50534275114785,423.61561524079997,492.2067844407102,847.5254140459587,223.50534275114785,324.830436688893,850.0,0.9889636314327113,0.5323268918221667,257.2430180664306,223.50534275114785,0.6454120768714422,73.49829037706681,3.789921761179144,0.0043465005408525725,746.7632164710507
