,propeller_1 rpm [1/min],propeller_1 shaft_power_in [kW],propeller_1 torque_in [N*m],propeller_1 efficiency [-],propeller_1 advance_ratio [-],propeller_2 rpm [1/min],propeller_2 shaft_power_in [kW],propeller_2 torque_in [N*m],propeller_2 efficiency [-],propeller_2 advance_ratio [-],propeller_3 rpm [1/min],propeller_3 shaft_power_in [kW],propeller_3 torque_in [N*m],propeller_3 efficiency [-],propeller_3 advance_ratio [-],propeller_4 rpm [1/min],propeller_4 shaft_power_in [kW],propeller_4 torque_in [N*m],propeller_4 efficiency [-],propeller_4 advance_ratio [-],motor_1 efficiency [-],motor_1 torque_out [N*m],motor_1 ac_current_rms_in [A],motor_1 ac_voltage_rms_in [V],motor_2 efficiency [-],motor_2 torque_out [N*m],motor_2 ac_current_rms_in [A],motor_2 ac_voltage_rms_in [V],motor_3 efficiency [-],motor_3 torque_out [N*m],motor_3 ac_current_rms_in [A],motor_3 ac_voltage_rms_in [V],motor_4 efficiency [-],motor_4 torque_out [N*m],motor_4 ac_current_rms_in [A],motor_4 ac_voltage_rms_in [V],inverter_1 modulation_index [-],inverter_1 efficiency [-],inverter_1 dc_current_in [A],inverter_1 diode_temperature [degK],inverter_1 IGBT_temperature [degK],inverter_1 casing_temperature [degK],inverter_1 losses_inverter [W],inverter_1 switching_losses_IGBT [W],inverter_1 switching_losses_diode [W],inverter_1 conduction_losses_IGBT [W],inverter_1 conduction_losses_diode [W],inverter_2 modulation_index [-],inverter_2 efficiency [-],inverter_2 dc_current_in [A],inverter_2 diode_temperature [degK],inverter_2 IGBT_temperature [degK],inverter_2 casing_temperature [degK],inverter_2 losses_inverter [W],inverter_2 switching_losses_IGBT [W],inverter_2 switching_losses_diode [W],inverter_2 conduction_losses_IGBT [W],inverter_2 conduction_losses_diode [W],inverter_3 modulation_index [-],inverter_3 efficiency [-],inverter_3 dc_current_in [A],inverter_3 diode_temperature [degK],inverter_3 IGBT_temperature [degK],inverter_3 casing_temperature [degK],inverter_3 losses_inverter [W],inverter_3 switching_losses_IGBT [W],inverter_3 switching_losses_diode [W],inverter_3 conduction_losses_IGBT [W],inverter_3 conduction_losses_diode [W],inverter_4 modulation_index [-],inverter_4 efficiency [-],inverter_4 dc_current_in [A],inverter_4 diode_temperature [degK],inverter_4 IGBT_temperature [degK],inverter_4 casing_temperature [degK],inverter_4 losses_inverter [W],inverter_4 switching_losses_IGBT [W],inverter_4 switching_losses_diode [W],inverter_4 conduction_losses_IGBT [W],inverter_4 conduction_losses_diode [W],dc_bus_1 dc_voltage [V],dc_bus_2 dc_voltage [V],dc_bus_3 dc_voltage [V],dc_bus_4 dc_voltage [V],harness_1 dc_current [A],harness_1 cable_temperature [degK],harness_1 conduction_losses [W],harness_2 dc_current [A],harness_2 cable_temperature [degK],harness_2 conduction_losses [W],harness_3 dc_current [A],harness_3 cable_temperature [degK],harness_3 conduction_losses [W],harness_4 dc_current [A],harness_4 cable_temperature [degK],harness_4 conduction_losses [W],harness_5 dc_current [A],harness_5 cable_temperature [degK],harness_5 conduction_losses [W],harness_6 dc_current [A],harness_6 cable_temperature [degK],harness_6 conduction_losses [W],dc_sspc_1 dc_current_in [A],dc_sspc_1 efficiency [-],dc_sspc_1 power_losses [W],dc_sspc_1 dc_voltage_out [V],dc_sspc_2 dc_current_in [A],dc_sspc_2 efficiency [-],dc_sspc_2 power_losses [W],dc_sspc_2 dc_voltage_out [V],dc_sspc_3 dc_current_in [A],dc_sspc_3 efficiency [-],dc_sspc_3 power_losses [W],dc_sspc_3 dc_voltage_out [V],dc_sspc_4 dc_current_in [A],dc_sspc_4 efficiency [-],dc_sspc_4 power_losses [W],dc_sspc_4 dc_voltage_out [V],dc_bus_5 dc_voltage [V],dc_dc_converter_1 efficiency [-],dc_dc_converter_1 duty_cycle [-],dc_dc_converter_1 dc_current_in [A],dc_dc_converter_1 dc_current_out [A],battery_pack_1 c_rate [1/h],battery_pack_1 state_of_charge [percent],battery_pack_1 open_circuit_voltage [V],battery_pack_1 internal_resistance [ohm],battery_pack_1 voltage_out [V],battery_pack_1 efficiency [-],battery_pack_1 relative_capacity [-],thrust [N],altitude [m],time_step [s],true_airspeed [m/s],exterior_temperature [degK]
10,2000.0,69.01254811050032,329.51064501460104,0.617866860420505,1.2655286221090494,2000.0,69.01254811050032,329.51064501460104,0.617866860420505,1.2655286221090494,2000.0,69.01254811050032,329.51064501460104,0.617866860420505,1.2655286221090494,2000.0,69.01254811050032,329.51064501460104,0.617866860420505,1.2655286221090494,0.9480166135358044,329.51064501460104,225.69222261274044,322.54886737579085,0.9480166135358044,329.51064501460104,225.69222261274044,322.54886737579085,0.9480166135358044,329.51064501460104,225.69222261274044,322.54886737579085,0.9480166135358044,329.51064501460104,225.69222261274044,322.54886737579085,0.4649833254716426,0.9602326069702026,89.23409340592325,330.41132640513194,350.60352612655976,309.2538079909552,3014.8297129935995,343.79084029594935,132.4516835359155,15.912679651896097,10.316415348505641,0.4649138986747845,0.9602325874573868,89.22082121479023,330.41147024182675,350.6034632172257,309.2538187748889,3014.8312535555597,343.79084029594935,132.4516835359155,15.91203859002169,10.317313170706743,0.4649138986747845,0.9602325874573868,89.22082121479026,330.41147024182675,350.6034632172257,309.2538187748889,3014.8312535555597,343.79084029594935,132.4516835359155,15.91203859002169,10.317313170706743,0.4649833254716426,0.9602326069702026,89.23409340592325,330.41132640513194,350.60352612655976,309.2538079909552,3014.8297129935995,343.79084029594935,132.4516835359155,15.912679651896097,10.316415348505641,849.5796464016856,849.7063570266753,849.7063570266753,849.5796464016856,89.32432575769855,290.7889570548148,37.547801749253,89.2889717168413,289.9927449982137,26.219079140040318,89.2889717168413,289.9927449982137,26.219079140040318,89.32432575769855,290.7889570548148,37.547801749253,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.9852085213526232,0.518678221754484,390.39719903983706,356.90982924142696,0.5826823866266225,91.99052793800415,4.0610246306135345,0.06005201841491341,788.760786336836,0.9701967635052623,0.978326051478948,2040.8163265306123,0.0,50.0,83.57551020408162,288.15
11,2000.0,69.25799649664938,330.68257473248764,0.6182190961213774,1.2682171596682281,2000.0,69.25799649664938,330.68257473248764,0.6182190961213774,1.2682171596682281,2000.0,69.25799649664938,330.68257473248764,0.6182190961213774,1.2682171596682281,2000.0,69.25799649664938,330.68257473248764,0.6182190961213774,1.2682171596682281,0.9479402700498423,330.68257473248764,226.494914200334,322.574844228665,0.9479402700498423,330.68257473248764,226.494914200334,322.574844228665,0.9479402700498423,330.68257473248764,226.494914200334,322.574844228665,0.9479402700498423,330.68257473248764,226.494914200334,322.574844228665,0.4650216041554628,0.960312599790014,89.5513764247286,330.50041827621885,350.68061669370184,309.2862050953872,3019.457870769603,344.1140797679762,132.7952292745674,15.978231121630005,10.355438297426847,0.46495191794847984,0.9603125802084159,89.53800727839513,330.50056320371755,350.68055327924577,309.28621595488846,3019.459422126924,344.1140797679762,132.7952292745674,15.97758500830405,10.356342970306395,0.46495191794847984,0.9603125802084159,89.53800727839514,330.50056320371755,350.68055327924577,309.28621595488846,3019.459422126924,344.1140797679762,132.7952292745674,15.97758500830405,10.356342970306395,0.4650216041554628,0.960312599790014,89.55137642472862,330.50041827621885,350.68061669370184,309.2862050953872,3019.457870769603,344.1140797679762,132.7952292745674,15.978231121630005,10.355438297426847,849.5781224201212,849.7052985910049,849.705298591005,849.5781224201212,89.64142347419511,290.8079266824359,37.81770679218499,89.60610305591956,290.005955714891,26.407044825143043,89.6061030558855,290.0059557148896,26.40704482512282,89.64142347419511,290.8079266824359,37.81770679218499,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.985163146228738,0.5191625887108261,392.5640734675037,358.17876740624746,0.5859165275634384,91.16331793852231,4.0554752481661005,0.06078597836410746,787.2326583568986,0.969919073216372,0.9782127620495997,2044.8979591836735,0.0,50.0,83.7530612244898,288.15
12,2000.0,69.5039584300612,331.85695645793555,0.6185694869206846,1.2709056972274069,2000.0,69.5039584300612,331.85695645793555,0.6185694869206846,1.2709056972274069,2000.0,69.5039584300612,331.85695645793555,0.6185694869206846,1.2709056972274069,2000.0,69.5039584300612,331.85695645793555,0.6185694869206846,1.2709056972274069,0.9478634294654992,331.85695645793555,227.29928524516134,322.6009944511067,0.9478634294654992,331.85695645793555,227.29928524516134,322.6009944511067,0.9478634294654992,331.85695645793555,227.29928524516134,322.6009944511067,0.9478634294654992,331.85695645793555,227.29928524516134,322.6009944511067,0.4650601350290827,0.9603922159675699,89.8694068345894,330.5897043489841,350.75789624202343,309.31867745891924,3024.0967798456054,344.43810115968046,133.13947977367812,16.043989946440927,10.394559094468045,0.4649901886493651,0.9603921963170435,89.85594014329858,330.5898503744799,350.75783231882286,309.31868839442177,3024.098342060259,344.43810115968046,133.13947977367812,16.043338746379238,10.39547066363868,0.46499018864936514,0.9603921963170435,89.85594014329857,330.5898503744799,350.75783231882286,309.31868839442177,3024.098342060259,344.43810115968046,133.13947977367812,16.043338746379238,10.395470663638678,0.4650601350290827,0.9603922159675699,89.8694068345894,330.5897043489841,350.75789624202343,309.31867745891924,3024.0967798456054,344.43810115968046,133.13947977367812,16.043989946440927,10.394559094468045,849.5765945494911,849.7042375154401,849.7042375154401,849.5765945494911,89.95925892715148,290.82701078061604,38.089240553495614,89.92397532931265,290.0192457001234,26.596138364898234,89.92397532931265,290.0192457001234,26.596138364898234,89.95925892715148,290.82701078061604,38.089240553495614,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.9851178812940035,0.5196383503062254,394.7277071234785,359.45069395577593,0.5891458315275799,90.33142023025262,4.049905602481446,0.061426477441641716,785.7343878990779,0.9696857992488508,0.9781006372351706,2048.9795918367345,0.0,50.0,83.93061224489796,288.15
13,2000.0,69.75043421999901,333.0337916675679,0.6189180418519389,1.2735942347865856,2000.0,69.75043421999901,333.0337916675679,0.6189180418519389,1.2735942347865856,2000.0,69.75043421999901,333.0337916675679,0.6189180418519389,1.2735942347865856,2000.0,69.75043421999901,333.0337916675679,0.6189180418519389,1.2735942347865856,0.947786093452239,333.0337916675679,228.10533675860816,322.6273175581422,0.947786093452239,333.0337916675679,228.10533675860816,322.6273175581422,0.947786093452239,333.0337916675679,228.10533675860816,322.6273175581422,0.947786093452239,333.0337916675679,228.10533675860816,322.6273175581422,0.46509891739948284,0.9604714577423437,90.1881855612772,330.6791847903485,350.8353650521829,309.3512251724363,3028.7464532051845,344.76290554088854,133.48443537807066,16.109956707353135,10.433777907885071,0.4650287100822891,0.9604714380227429,90.17462073221571,330.6793319210771,350.83530061659184,309.3512361843759,3028.7480263394245,344.76290554088854,133.48443537807066,16.109300385046737,10.434696419231457,0.46502871008228913,0.9604714380227429,90.17462073221574,330.6793319210771,350.83530061659184,309.3512361843759,3028.7480263394245,344.76290554088854,133.48443537807066,16.109300385046737,10.434696419231457,0.46509891739948284,0.9604714577423437,90.18818556127721,330.6791847903485,350.8353650521829,309.3512251724363,3028.7464532051845,344.76290554088854,133.48443537807066,16.109956707353135,10.433777907885071,849.5750627822362,849.7031737953697,849.7031737953697,849.5750627822362,90.27783291800615,290.8462099195398,38.3624111459264,90.24258938082572,290.0326153434603,26.786365301920437,90.24258938082572,290.0326153434603,26.786365301920437,90.27783291800615,290.8462099195398,38.3624111459264,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.9850726675491718,0.5201070130927659,396.8903360958701,360.7256125869859,0.5923736359639853,89.49484159182452,4.044297487989023,0.06197812145635687,784.2609801424004,0.9694950268511389,0.9779895530442211,2053.061224489796,0.0,50.0,84.10816326530612,288.15
14,2000.0,69.99742417562207,334.2130818375117,0.6192647698971555,1.2762827723457641,2000.0,69.99742417562207,334.2130818375117,0.6192647698971555,1.2762827723457641,2000.0,69.99742417562207,334.2130818375117,0.6192647698971555,1.2762827723457641,2000.0,69.99742417562207,334.2130818375117,0.6192647698971555,1.2762827723457641,0.9477082636677905,334.2130818375117,228.91306975172034,322.6538130689923,0.9477082636677905,334.2130818375117,228.91306975172034,322.6538130689923,0.9477082636677905,334.2130818375117,228.91306975172034,322.6538130689923,0.9477082636677905,334.2130818375117,228.91306975172034,322.6538130689923,0.46513795057971125,0.9605503273379207,90.50771353197183,330.76885976740937,350.9130234054388,309.3838483269867,3033.406903855246,345.08849398320643,133.8300964321678,16.176131987408926,10.473094906424503,0.46506748155815814,0.9605503075490992,90.49404996925519,330.7690080106491,350.91295845378704,309.3838594158013,3033.408487971611,345.08849398320643,133.8300964321678,16.17547050712265,10.474020406104927,0.46506748155815814,0.9605503075490992,90.4940499692552,330.7690080106491,350.91295845378704,309.3838594158013,3033.408487971611,345.08849398320643,133.8300964321678,16.17547050712265,10.474020406104927,0.4651379505797113,0.9605503273379207,90.50771353197183,330.76885976740937,350.9130234054388,309.3838483269867,3033.406903855246,345.08849398320643,133.8300964321678,16.17613198740893,10.473094906424503,849.5735271107671,849.7021074261664,849.7021074261664,849.5735271107671,90.59714624853162,290.8655246718264,38.637226716862784,90.56194605492676,290.0460650360572,26.977731201678576,90.56194605492676,290.0460650360572,26.977731201678576,90.59714624853162,290.8655246718264,38.637226716862784,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.9850274458062268,0.5205700558860248,399.0542049212784,362.00352700245406,0.5956032909272811,88.65358397460344,4.03863363799576,0.06244553163781894,782.8075756205357,0.9693447444151135,0.9778793891618113,2057.1428571428573,0.0,50.0,84.28571428571428,288.15
15,2000.0,70.24492860598583,335.3948284433978,0.6196096799871827,1.2789713099049431,2000.0,70.24492860598583,335.3948284433978,0.6196096799871827,1.2789713099049431,2000.0,70.24492860598583,335.3948284433978,0.6196096799871827,1.2789713099049431,2000.0,70.24492860598583,335.3948284433978,0.6196096799871827,1.2789713099049431,0.9476299417582542,335.3948284433978,229.72248523520398,322.6804805070344,0.9476299417582542,335.3948284433978,229.72248523520398,322.6804805070344,0.9476299417582542,335.3948284433978,229.72248523520398,322.6804805070344,0.9476299417582542,335.3948284433978,229.72248523520398,322.6804805070344,0.46517723388882776,0.9606288269621251,90.82799167526349,330.85872944744176,350.99087158365097,309.41654701378263,3038.0781448260927,345.4148675600223,134.176463279992,16.242516371675805,10.512510259325325,0.46510650239388024,0.9606288071039366,90.81422877992136,330.8588788105135,350.9908061122442,309.4165581799118,3038.0797399874064,345.4148675600223,134.176463279992,16.241849697446856,10.513442793773269,0.46510650239388024,0.9606288071039366,90.81422877992132,330.8588788105135,350.9908061122442,309.4165581799118,3038.0797399874064,345.4148675600223,134.176463279992,16.241849697446856,10.513442793773269,0.46517723388882776,0.9606288269621251,90.82799167526349,330.85872944744176,350.99087158365097,309.41654701378263,3038.0781448260927,345.4148675600223,134.176463279992,16.242516371675805,10.512510259325325,849.5719875274643,849.701038403187,849.7010384031871,849.5719875274643,90.91719972093712,290.88495561254746,38.91369544857762,90.88204619682234,290.05959517068584,27.170241652634935,90.88204619678831,290.0595951706844,27.17024165261443,90.91719972093712,290.88495561254746,38.91369544857762,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.9849821569150005,0.521028925268489,401.2215581050538,363.28444091036965,0.5988381464254534,87.80764448337067,4.032897756357387,0.06283333569195038,781.3694624242152,0.9692328537354288,0.9777700293414625,2061.2244897959185,0.0,50.0,84.46326530612245,288.15
16,2000.0,70.49294782004081,336.5790329603563,0.6199527810020373,1.2816598474641219,2000.0,70.49294782004081,336.5790329603563,0.6199527810020373,1.2816598474641219,2000.0,70.49294782004081,336.5790329603563,0.6199527810020373,1.2816598474641219,2000.0,70.49294782004081,336.5790329603563,0.6199527810020373,1.2816598474641219,0.9475511293582074,336.5790329603563,230.53358421942212,322.70731939976434,0.9475511293582074,336.5790329603563,230.53358421942212,322.70731939976434,0.9475511293582074,336.5790329603563,230.53358421942212,322.70731939976434,0.9475511293582074,336.5790329603563,230.53358421942212,322.70731939976434,0.46521676665184974,0.9607069588071474,91.14902092115395,330.9487939978981,351.06890986928204,309.44932132420024,3042.76018917147,345.74202734650765,134.5235362651635,16.30911044725342,10.552024136320373,0.4651457719123108,0.9607069388794451,91.13515809111533,330.9489444881659,351.0688438744016,309.4493325680859,3042.761795440844,345.74202734650765,134.5235362651635,16.308438542889977,10.552963752246157,0.4651457719123108,0.9607069388794451,91.13515809111529,330.9489444881659,351.0688438744016,309.4493325680859,3042.761795440844,345.74202734650765,134.5235362651635,16.308438542889977,10.552963752246157,0.46521676665184974,0.9607069588071474,91.14902092115396,330.9487939978981,351.06890986928204,309.44932132420024,3042.76018917147,345.74202734650765,134.5235362651635,16.30911044725342,10.552024136320373,849.5704440246776,849.6999667217721,849.6999667217721,849.5704440246776,91.23799413778211,290.90450331923194,39.19182555831322,91.20289065239665,290.07320614173796,27.36390226630317,91.20289065239665,290.07320614173796,27.36390226630317,91.23799413778211,290.90450331923194,39.19182555831322,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.984936741978625,0.5214850313912347,403.3946320141071,364.5683580245385,0.6020815403195628,86.9570153754471,4.027074545962957,0.0631461592004883,779.9420875388063,0.9691571797100906,0.9776613617658099,2065.3061224489797,0.0,50.0,84.64081632653061,288.15
17,2000.0,70.74148212663134,337.76569686301025,0.6202940817712412,1.2843483850233004,2000.0,70.74148212663134,337.76569686301025,0.6202940817712412,1.2843483850233004,2000.0,70.74148212663134,337.76569686301025,0.6202940817712412,1.2843483850233004,2000.0,70.74148212663134,337.76569686301025,0.6202940817712412,1.2843483850233004,0.9474718280908113,337.76569686301025,231.3463677143906,322.7343292787578,0.9474718280908113,337.76569686301025,231.3463677143906,322.7343292787578,0.9474718280908113,337.76569686301025,231.3463677143906,322.7343292787578,0.9474718280908113,337.76569686301025,231.3463677143906,322.7343292787578,0.4652565481996965,0.9607847250496678,91.47080220105687,331.03905358640907,351.14713854539855,309.48217134978023,3047.4530499686093,346.06997441961835,134.87131573089823,16.375914803280473,10.591636707637836,0.4651852894421971,0.960784705052305,91.45683883113519,331.0392052112802,351.1470720233013,309.4821826718661,3047.4546674094418,346.06997441961835,134.87131573089823,16.375237632360232,10.59258345203019,0.46518528944219706,0.960784705052305,91.45683883113514,331.0392052112802,351.1470720233013,309.4821826718661,3047.4546674094418,346.06997441961835,134.87131573089823,16.375237632360232,10.59258345203019,0.4652565481996965,0.9607847250496678,91.47080220105687,331.03905358640907,351.14713854539855,309.48217134978023,3047.4530499686093,346.06997441961835,134.87131573089823,16.375914803280473,10.591636707637836,849.5688965947264,849.6988923772458,849.6988923772458,849.5688965947263,91.55953030196022,290.92416837187693,39.47162529842412,91.52448026832079,290.0868983452367,27.558718677409246,91.52448026832079,290.0868983452367,27.558718677409246,91.55953030198386,290.92416837187835,39.47162529844472,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.9848911425576659,0.5219397440707755,405.57564714981044,365.8552820643841,0.6053367867907619,86.10168407745594,4.021149734159292,0.06338861736006939,778.5210673241165,0.9691154794305404,0.9775532793766292,2069.387755102041,0.0,50.0,84.81836734693877,288.15
18,2000.0,70.99053183449598,338.9548216254778,0.620633591074141,1.2870369225824791,2000.0,70.99053183449598,338.9548216254778,0.620633591074141,1.2870369225824791,2000.0,70.99053183449598,338.9548216254778,0.620633591074141,1.2870369225824791,2000.0,70.99053183449598,338.9548216254778,0.620633591074141,1.2870369225824791,0.9473920395679124,338.9548216254778,232.1608367297793,322.76150967963355,0.9473920395679124,338.9548216254778,232.1608367297793,322.76150967963355,0.9473920395679124,338.9548216254778,232.1608367297793,322.76150967963355,0.9473920395679124,338.9548216254778,232.1608367297793,322.76150967963355,0.4652965778691366,0.9608621278509814,91.79333644780084,331.1295083807837,351.22555789567264,309.5150971822281,3052.1567403183035,346.39870985809745,135.2198020200081,16.44293003094208,10.631348144002922,0.4652250543181251,0.9608621077838111,91.77927192967894,331.1296611477089,351.2254908425907,309.51510858295995,3052.158368994282,346.39870985809745,135.2198020200081,16.44224755681082,10.632302064130641,0.46522505431812516,0.9608621077838111,91.77927192967894,331.1296611477089,351.2254908425907,309.51510858295995,3052.158368994282,346.39870985809745,135.2198020200081,16.44224755681082,10.632302064130641,0.46529657786913653,0.9608621278509814,91.7933364478008,331.1295083807837,351.22555789567264,309.5150971822281,3052.1567403183035,346.39870985809745,135.2198020200081,16.442930030942076,10.631348144002924,849.5673452298989,849.6978153649163,849.6978153649162,849.5673452298989,91.88180901682506,290.94395135296577,39.75310295664457,91.84681589188955,290.10067217883653,27.75469654388829,91.84681589192355,290.10067217883795,27.754696543909006,91.88180901682506,290.94395135296577,39.75310295664457,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.9848453008629942,0.522394389174669,407.7668008005962,367.1452167549595,0.608607165374024,85.24163321890272,4.015110095245821,0.06356530705125288,777.1021971509672,0.9691054506252654,0.9774456801751186,2073.469387755102,0.0,50.0,84.99591836734693,288.15
19,2000.0,71.24009725226584,340.1464087213638,0.6209713176402423,1.2897254601416581,2000.0,71.24009725226584,340.1464087213638,0.6209713176402423,1.2897254601416581,2000.0,71.24009725226584,340.1464087213638,0.6209713176402423,1.2897254601416581,2000.0,71.24009725226584,340.1464087213638,0.6209713176402423,1.2897254601416581,0.9473117653901475,340.1464087213638,232.9769922749067,322.7888601420159,0.9473117653901475,340.1464087213638,232.9769922749067,322.7888601420159,0.9473117653901475,340.1464087213638,232.9769922749067,322.7888601420159,0.9473117653901475,340.1464087213638,232.9769922749067,322.7888601420159,0.4653368550027336,0.9609391693571205,92.11662459562902,331.22015854900997,351.30416820438313,309.54809891341455,3056.87127334494,346.72823474247593,135.5689954748982,16.51015672347657,10.67115861663926,0.4652650658804659,0.9609391492199956,92.10245831784425,331.22031246548386,351.30410061652407,309.5481103932403,3056.8729133200422,346.72823474247593,135.5689954748982,16.50946890924672,10.672119760052833,0.46526506588046596,0.9609391492199956,92.10245831784425,331.22031246548386,351.30410061652407,309.5481103932403,3056.8729133200422,346.72823474247593,135.5689954748982,16.50946890924672,10.672119760052832,0.46533685500273353,0.9609391693571205,92.11662459562896,331.22015854900997,351.30416820438313,309.54809891341455,3056.87127334494,346.72823474247593,135.5689954748982,16.51015672347657,10.67115861663926,849.5657899224531,849.6967356800751,849.6967356800751,849.5657899224531,92.2048310859373,290.9638528474643,40.036266856026984,92.16989837119837,290.1145280418372,27.951841547087916,92.16989837119837,290.1145280418372,27.951841547087916,92.2048310859373,290.9638528474643,40.036266856026984,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.984799159937683,0.5228502452866465,409.97026006664714,368.43816582694654,0.6118959105472346,84.37684068175149,4.008943470169787,0.06368079922271432,775.6814602153693,0.9691247394358923,0.9773384674934726,2077.5510204081634,0.0,50.0,85.1734693877551,288.15
20,2000.0,71.49017868846377,341.34045962375643,0.621307270149535,1.2924139977008366,2000.0,71.49017868846377,341.34045962375643,0.621307270149535,1.2924139977008366,2000.0,71.49017868846377,341.34045962375643,0.621307270149535,1.2924139977008366,2000.0,71.49017868846377,341.34045962375643,0.621307270149535,1.2924139977008366,0.9472310071470448,341.34045962375643,233.7948353587373,322.8163802094984,0.9472310071470448,341.34045962375643,233.7948353587373,322.8163802094984,0.9472310071470448,341.34045962375643,233.7948353587373,322.8163802094984,0.9472310071470448,341.34045962375643,233.7948353587373,322.8163802094984,0.46537737894879383,0.9610158516989771,92.44066758020082,331.3110042592549,351.3829697564169,309.58117663537587,3061.596662196553,347.0585501550736,135.91889643756545,16.57759547618268,10.711068297270447,0.4653053234753227,0.96101583149175,92.42639892812974,331.3111593328161,351.38290162996316,309.5811881947453,3061.598313535047,347.0585501550736,135.91889643756545,16.57690228473181,10.712036711803707,0.4653053234753227,0.96101583149175,92.42639892812974,331.3111593328161,351.38290162996316,309.5811881947453,3061.598313535047,347.0585501550736,135.91889643756545,16.57690228473181,10.712036711803707,0.46537737894879383,0.9610158516989771,92.44066758020084,331.3110042592549,351.3829697564169,309.58117663537587,3061.596662196553,347.0585501550736,135.91889643756545,16.57759547618268,10.711068297270447,849.5642306646149,849.6956533179975,849.6956533179975,849.5642306646149,92.52859731335536,290.98387344284953,40.321125355355406,92.49372855491178,290.12846633518103,28.150159391723633,92.49372855491178,290.12846633518103,28.150159391723633,92.52859731335536,290.98387344284953,40.321125355355406,0.0,288.15,0.0,0.0,288.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,850.0,0.9847526638283812,0.5233085406396532,412.18815524276573,369.73413301666113,0.6152062018548743,83.50727966519273,4.002638783547198,0.06373963157118469,774.2550355562594,0.9691709475187118,0.9772315502388935,2081.6326530612246,0.0,50.0,85.35102040816327,288.15
