,Design Power (kW),Design T41t (degK),Design OPR (-),Design altitude (ft),Design Mach (-),Design Fuel Consumed (kg/h),Limit Shaft (kW),Altitude (ft),Mach (-),Shaft Power (kW),Fuel mass flow (kg/h),Exhaust mass flow (kg/s),Exhaust velocity (m/s),Total temperature 3 (degK),Total pressure 3 (bar)
0,2946.1280900449715,1379.4474907076003,14.001382466572178,0.0,0.0,1131.3068926457877,1196.9833668624456,27214.719579912944,0.5632502021580128,691.0212954919069,255.4546140040228,5.116083316994531,175.19088675558186,539.6647008855368,3.433964915902421
0,2636.843154315333,1062.8254411578318,11.28648195168895,0.0,0.0,1868.0226385051576,1093.0576919640848,25375.16197844685,0.1852360578444488,693.6655904523749,540.2175408266498,15.517732485345771,174.6671952567175,524.3783035671298,3.1705248005872466
0,473.65626039448233,1200.8382494504715,6.935121678420552,0.0,0.0,244.42247750891164,463.506893336034,24710.304863008525,0.4438035838218927,282.92024300437527,111.78406087261578,1.6490978033116346,257.90581568265804,489.5335386835097,2.658629276954464
0,1845.7771323058687,1421.6399926759746,19.506755689476325,0.0,0.0,701.5727342653295,1200.2243254924642,1929.9556334542303,0.4648248200170698,922.8414017070448,410.49756559493966,7.343486998167324,165.58457387109513,694.0808128411861,11.388597782534257
0,2863.016064807872,1411.4180383264977,16.72659519218934,0.0,0.0,1075.5346819287772,1171.9306706699467,33692.97240215276,0.3221186554212712,666.0622119762304,227.5840467648147,4.0382646209079605,197.6150112233462,569.6296217321021,3.47628411767834
0,1146.983900130303,1387.409068849467,8.792232598149162,0.0,0.0,474.1698491105684,605.8060609712578,23845.803091463866,0.167140852047131,387.7942600571952,154.86911819801836,2.172502125763229,206.72345511822468,490.6595249272794,2.6722658449217565
0,2125.401588229658,1375.7133450849065,9.97237758194446,0.0,0.0,854.6496015187362,989.926915375799,26675.774551612754,0.1121219282061255,793.0965815886835,287.0431633446774,3.9471507901424943,224.83154372621715,518.2999959158876,2.9800266389598384
0,1419.093891468396,1449.5923442682151,15.93882216661224,0.0,0.0,518.5368845768421,1150.6862609144766,24169.9123403062,0.0384419729281699,582.6928783500359,194.0140042992824,2.72202700915129,219.83377897718884,617.1692347382673,5.284873653201075
0,1471.0239317370838,1196.4492050846843,16.85401097868908,0.0,0.0,865.3528016388375,996.0401545938862,4761.889778298629,0.2407129249300285,991.737440500539,631.6174088056927,13.45011780292746,190.7158575866812,696.3467892500413,10.80173953532724
0,2166.453362984856,1522.27024187981,11.179181058043593,0.0,0.0,789.517444976808,914.4711330713012,11801.320343541556,0.5843565276102433,883.9494080489128,327.7299237528898,4.766484848259975,182.4711794885673,550.454481801698,4.839183871660216
0,531.0769292289095,1085.4484245014787,6.0,0.0,0.0,330.2765617576849,395.2076422280783,7788.765351321117,0.505809541504017,218.68648029914976,158.80849919262667,3.9208401304774174,173.5769670620185,468.0502651714049,3.1536169923680952
0,1004.5703303277518,1407.3073742279462,11.558765573323267,0.0,0.0,387.1843310901367,835.1723852811191,5250.493459574425,0.4169066967850247,591.7210717814025,237.76433705680063,3.421082640214165,191.39534469803883,593.6389224655711,6.671885319338221
0,1711.818507949867,1504.8783233770414,11.838426568713432,0.0,0.0,622.7816847495202,746.9540019976091,13604.012621907572,0.2730301536082042,589.0735571609955,237.0630187524009,3.403711671715006,174.8323155704186,548.8173751507222,4.523258807706356
0,1630.86513932629,1480.9737258909654,16.80357658085812,0.0,0.0,582.7808406819097,1136.1219401160538,13785.057494813802,0.378788832699037,755.2762064504872,267.8917951117123,3.9458197544602864,192.51453311362755,641.4788109441944,7.285078470280223
0,1708.831207158132,1464.5518675019516,8.644604013646507,0.0,0.0,684.9010406998791,806.893886960495,18516.58404419326,0.4025957322963964,339.8915433666152,165.6305420734054,2.9374915683833587,152.82687841598485,458.7832636958413,2.4424302132188123
0,1515.8826007810596,960.4604023146044,10.341274760748457,0.0,0.0,2005.4682712844988,630.4265793492727,26320.99113468768,0.3767621518194405,574.0840151213621,628.0297432023787,21.650367420583592,182.3988389155883,518.6059261283136,3.046204205502523
0,1986.492553489484,1228.6070351326707,14.647076079336337,0.0,0.0,955.8789661420192,1266.0625205353865,4502.04617990104,0.474367318594471,664.0371055067379,459.4246166791184,11.498034007382802,153.63466094197486,617.0895962067334,7.636481121691437
0,1778.632163889099,1484.2766012960506,17.860148501195674,0.0,0.0,634.3380505997108,1346.7993621641644,30290.52947306346,0.0948861409139587,1297.9733884291072,361.4528449358132,3.769576724196898,357.7985964520509,719.8578387665407,7.500183556951712
0,2691.178239943923,1374.05353636134,17.76506506510717,0.0,0.0,1058.0503902578891,1329.8838301870603,2199.357607305445,0.3292795165118654,1105.3147111039411,570.5114950220886,10.892854261733437,156.29367869592576,662.19063801595,9.707469477184873
0,1196.2140872439245,1364.4187045158546,8.491738863019968,0.0,0.0,505.5764660252631,704.7880415893342,1441.7740638693476,0.1397117652417991,383.4566605254713,241.8016783045612,4.1423242754828085,150.2291056369854,507.3664230967468,4.345025259396559
0,507.8782133357519,934.1200844967452,6.0,0.0,0.0,439.0761759329135,364.30378199951406,967.6571116534088,0.3957129348560378,274.78905786403544,317.249123846695,9.048700333650146,176.82206854932025,498.8219027356967,4.221785705184694
0,1066.891424270142,1455.7893576474712,10.107001839972927,0.0,0.0,411.7734698970508,928.2512690813782,5629.278341151001,0.1204947665164364,887.5771603429865,334.2079864725498,3.6317941979821935,238.01206095768435,601.9423266904241,6.800486312062751
0,2543.456561849552,1527.880660313449,21.07640351550564,0.0,0.0,883.8131699629333,1326.5065990394796,22364.911604494097,0.2864856337442301,606.4640069551683,227.7840109545467,3.967377933687144,163.3132098868891,622.1792885693411,5.650135752005027
0,2051.108522290783,1479.2898873926738,14.541163669358964,0.0,0.0,736.713372139327,1062.141590196653,22504.724839714552,0.2143077434725775,907.9264935762668,296.59316696198584,3.8875804091319743,225.16606452484177,606.5143610200513,5.19720451600513
0,1424.491895053293,1512.3070486938182,13.4012058252823,0.0,0.0,506.7930794150133,863.7960697180304,29848.29893814735,0.0618150651288646,412.286674345992,135.4756268614118,1.8119527234679325,214.4413688252112,549.409128883921,3.3336596979802424
0,1553.493599390008,1422.6694660245162,8.378146427799015,0.0,0.0,640.4674903717444,678.742035882234,7080.251275831555,0.231678316216701,395.36677773193776,234.4867424210006,4.033101170624731,147.36936812827324,483.45526415048494,3.4422906346017004
0,1048.1013541065224,1440.216983917434,16.94190056911537,0.0,0.0,386.9584967645622,1005.01593550274,30854.09952599608,0.3694113666508546,848.5071809325235,236.3206592949308,2.51019283219976,380.1020396776168,719.3422743063697,7.50040769460214
0,1414.2260223649173,1212.762663556537,9.594262987918928,0.0,0.0,664.5572708051345,688.1022855696937,20919.3438032235,0.555223237774222,471.2212959579991,212.1381757041717,4.665380552165804,183.0864884698632,508.5775770340491,3.2332305654429483
0,1121.5812537462014,1498.3377919268503,14.615477930846732,0.0,0.0,399.2786842478806,1017.8385339714508,28152.490722168288,0.1586828827648834,919.4028896649036,256.83587843425346,2.3920138554851045,374.8618063090248,687.0971809110838,6.797536779582163
0,1339.459369688458,1441.5472823865189,16.528666574200273,0.0,0.0,492.6797873164008,1230.3154134142376,30682.9546434529,0.2076787957539191,568.0184731649931,172.8890916536268,2.342553569353873,254.8517580923957,627.8460206396974,4.927320780824692
0,1483.4892136549838,1514.1382609312386,8.643041335693317,0.0,0.0,582.7135010710656,827.0848752813138,14685.219601787923,0.1773531643650637,818.3983014584987,311.5068852737185,3.3988398742853483,235.01702620871183,534.108725598723,4.073298099560828
0,960.3719751515596,1458.371806033036,9.013420332629297,0.0,0.0,381.79715322581336,593.3929737126053,28681.08141840222,0.5379910523539667,557.4520154930599,173.011982584092,1.847829285855932,311.813217338412,541.7556135481171,3.3697787654630216
0,2974.8571426885787,1475.896396138381,19.36926680633488,0.0,0.0,1071.4513236073149,1290.3262496669784,15351.800507130056,0.2376676099006824,771.0055990637015,334.9250840350113,6.142485345019452,152.94120402173553,621.4419502578593,6.375902542804129
0,1454.2707943449002,1410.003833914389,9.455558329688168,0.0,0.0,582.3810796888697,843.0112145284957,22864.419121962128,0.1896406085893398,474.0003982012044,187.5760855618888,2.673914909182153,199.27611932587885,500.4550067147999,2.890154403635269
0,1282.4424370220493,1488.6944424158146,19.385151165918387,0.0,0.0,458.9914091512885,1280.4156019543302,19164.157332245,0.2918289794167085,531.1503879719378,182.7960923485668,2.7407434988842176,198.9416435231153,659.4245068573656,7.1553061849332575
0,2563.6495052267173,1495.8320529370758,17.637329814526932,0.0,0.0,904.9125219480252,1100.3932931399595,12373.71250456625,0.486006565641785,801.4153387781369,318.1765828424142,5.618302907618348,157.1292854628571,615.9121206167123,6.660456895850561
0,2221.612938883329,1396.063015515761,19.20699208263762,0.0,0.0,865.4280882904104,1163.2638175177892,26183.266678950804,0.3891350951563775,801.7414900997563,280.3985690964849,4.890673663571865,207.140366366332,641.5079357243171,5.810780436177638
0,1999.70090834704,958.064807427753,10.797542916366655,0.0,0.0,3221.6090639089707,939.1466303288096,3990.857928150545,0.1475804348524758,759.1919520366632,2348.070313651602,74.20339020166874,176.56204629130124,601.7881318039805,6.984712167194188
0,832.3214241593934,1508.662725579823,11.86156312513277,0.0,0.0,303.2557388055913,720.0410627937753,11140.281308053469,0.5518611464040368,293.3099921828507,115.60874676454262,1.814445384534256,167.62479385313168,550.1063586008005,4.866300454338214
0,965.180732193618,910.8097666663303,6.0,0.0,0.0,928.9691098131688,482.5507079949891,3468.4796009326387,0.3342915251439349,471.039395430256,631.7213061593493,18.674996784810148,176.37842647725105,492.5138102565619,3.886676269358084
0,1486.6074476247925,1435.7949400034163,10.026087248364234,0.0,0.0,579.5282270948418,851.6648007757017,9682.461614665142,0.5112928148686504,794.6426104073531,306.36067202283084,4.274482274497888,199.1186458392289,555.0688068042803,5.1042870568326535
0,1746.1193544538817,1509.4782306926486,12.995444801147809,0.0,0.0,624.2169137655015,884.5346551998782,16306.42840574482,0.2548412465014955,494.1908170209821,199.1866515220521,3.0530470971072354,165.48833318976705,547.9640975678462,4.28861078056494
0,1121.2434470008045,1093.3314037906605,15.111785831652666,0.0,0.0,1043.8799505994,1059.2964096105038,27331.497020351737,0.0805309761965369,826.6850511685019,462.0396586839444,10.896230984455231,235.164967337148,631.9140664759865,5.346261830461234
0,1348.571967683887,1401.46744581411,11.653022495555646,0.0,0.0,520.0729657786172,737.8235541612272,11968.8987890375,0.047641473623906,448.19182532944046,204.7639632684009,3.3069215660920075,166.10845486847873,547.4717497835172,4.583281373069077
0,787.5682581333009,920.0819449795656,9.841233724314904,0.0,0.0,1849.457758443085,695.0995772639682,20380.866784559777,0.0866316192244407,512.7795991248294,834.0987897208823,27.71752146723527,188.78502003668115,540.3012766474128,3.7983380377091134
0,1604.007414342374,1482.4542617395418,15.330579761378509,0.0,0.0,573.7314961149718,1187.125982724474,34666.90352860894,0.2227565785806341,536.6625909288947,159.52167282829228,2.107980402187349,251.4044803687961,588.4679543691201,3.7385492927939374
0,1832.468193054122,1437.1410516489454,14.258504774965878,0.0,0.0,676.7105390979887,973.2033037234016,19328.27702661269,0.3536598421449018,476.1132296851544,193.2795423737052,3.425220698560279,163.46996364763694,556.9812311290419,4.293867273256265
0,1425.379205933569,1201.2145057999287,13.027217481896098,0.0,0.0,703.0472881646212,768.8672565965644,14011.793582533895,0.5688467226841477,416.7519865738114,246.07393448960923,6.575200323125816,159.72196745586254,568.0512082888526,5.1125355798308005
0,2185.096878536752,1501.0980903295797,20.740972849973915,0.0,0.0,776.5314088474761,1278.7480747550137,19808.180299387128,0.4227830481906268,1242.762553521056,383.66619050087127,5.23736295659708,235.51790782011904,709.0512369881508,8.914602236308923
0,1965.452144447091,1020.277423036006,11.08583959649286,0.0,0.0,1722.7451239103214,789.9543463100047,14791.814576211596,0.5254585458310435,662.987577894822,701.9877368124967,23.598490155936908,169.35978721305466,555.7647178279515,4.699161841871694
0,908.4499165588782,1312.062111100604,9.223704840445608,0.0,0.0,388.61937441051856,773.1940849470998,18710.614668728907,0.4349963054860512,700.8538666680178,243.0350567819624,3.0429888758585992,272.92945925744107,568.8443053342627,4.660961877977749
0,1017.053047100811,1446.384500169992,6.71841256305145,0.0,0.0,452.9953350721368,568.1908523624494,14018.49822288474,0.0475777300620059,489.498382687053,224.3450652685206,2.6342005518788456,219.40504549618024,481.7797952499108,3.014728489972136
0,904.249053818773,1462.096642031902,7.1528093984812,0.0,0.0,389.7589038738014,690.04054583386,19141.972739163983,0.3651060599807451,610.8992977742905,224.1100971578689,2.266941919783417,282.4405193751455,514.4608360843698,3.39867791454219
0,2912.431443170282,1387.851929635748,20.343891399000235,0.0,0.0,1163.395978725301,1331.2587359577074,21289.43120492284,0.0834669125921369,1231.466763412497,465.9824904262341,7.930428073299592,204.09054607379872,674.7238389306989,7.318497862242136
0,2667.921188124668,1469.8050386162554,17.404698167183263,0.0,0.0,959.362425235374,1280.232208078712,3929.9760943194456,0.1022658935610714,1045.1748047050237,476.008694027629,7.763930973255875,155.9755717101304,645.0852491563363,8.624093512014005
0,1141.4293073557974,1070.6963805375735,12.248963744214334,0.0,0.0,853.8449971096618,1093.780559448663,18932.206561929805,0.341450179103215,483.9827582810119,352.8018738445079,9.676377036863308,185.5774522665544,574.4345723128007,4.744261674802583
0,1530.764703714054,1498.8226593925633,18.508621665876337,0.0,0.0,541.1772603299896,1213.8474657247175,3014.0998746844352,0.3841728875902183,987.5480715280652,365.755056914546,5.1523062390818914,189.42793893915007,702.2710630245202,11.51746017303831
0,1340.5792094188484,1207.4018850083155,13.116244619907867,0.0,0.0,653.4276449699864,881.4485770475299,2291.837663165491,0.428802155107765,519.6847847473329,357.2492355773676,8.522829256485602,157.9580699866521,608.206462405666,7.541187017721024
0,1109.853522198658,1098.1160718344604,8.885639063302381,0.0,0.0,633.5377441544422,720.2634250325709,9382.7435129828,0.4983098201181757,669.6930156958547,368.2463611653258,8.3745066676974,192.71544248506785,548.6363042493418,4.946789941661431
0,535.2138084721428,1240.072812715497,6.0,0.0,0.0,283.1651047550992,483.1833928569312,451.2624575173816,0.1651484657321345,418.3256501463136,239.2675100494802,3.278870482987276,211.222430099418,506.0277386685895,4.385040020188964
0,1440.1050276479743,1004.2216983982275,7.9826141742782974,0.0,0.0,1027.265579166039,683.9535328867443,997.2219212907848,0.0875325030104713,412.8560473756608,638.7220234987213,17.912467145201603,158.9483976787882,528.5158443737873,4.943210856286885
0,1630.7294914801787,997.927505006276,12.05532324348866,0.0,0.0,4404.686613322701,931.7125446563213,4019.68832744647,0.0383429108646335,592.880906773965,1542.935349786923,46.6497078375547,174.77972969957628,620.1587520139744,7.631501946201258
0,1203.7038078693822,1450.857080423251,18.74475508725813,0.0,0.0,443.5948393979085,1185.8768733072588,25799.42144632968,0.5342413890163247,1080.6991707027266,301.33939054656446,3.4085869003865104,350.01832857700174,749.6703486849266,9.551680826447909
0,1435.0094840806462,1512.8528824644404,13.97889153601576,0.0,0.0,507.83245669127297,844.1749846971109,32024.12188680989,0.0024068169087748,383.30622287958846,123.94183501479884,1.6903906906638229,214.4631369490561,549.2444958324196,3.187709145701376
0,769.3858356292131,1146.454822401223,9.696412637696437,0.0,0.0,403.5370735802281,641.5727805714938,12488.223563421783,0.5353073526012865,561.4811484436132,247.88629045041407,4.826051611131541,216.91022840996973,572.378489326361,5.352922744096428
0,883.3664523177413,1131.197093111973,9.582620258956844,0.0,0.0,476.43981402116384,698.3861190093112,21889.137996187023,0.5613987403305177,490.1996012686088,206.9882109630616,4.336351323065842,220.731180103374,540.9455946152954,3.827213822645846
0,1512.0914799197924,1408.1489993996815,18.42943933143079,0.0,0.0,577.7567639949733,1287.0076921639302,17993.323385674095,0.5029673524910911,1256.654934860085,386.8572201337594,5.175395167457673,271.77161773777425,725.9511521544026,9.979051346852128
0,2708.257643871857,1440.7298832692204,19.80473283724701,0.0,0.0,1010.4970542958816,1200.4565528381752,14747.11429450466,0.5848935537086184,931.778527116284,363.97915699478943,7.037863533827765,167.78751492004048,648.4302070195881,7.55545848960509
0,1818.0159317398577,1296.4101865502607,14.65923373977984,0.0,0.0,767.7326309522093,993.4222384831291,11002.242525610178,0.5119659291270539,562.6300315007034,289.8710537898812,6.626570162486863,156.21532013395193,592.7191063426548,6.086088958406783
0,1191.9783595434612,1098.0639732429022,9.222029296940624,0.0,0.0,608.095373420258,665.1833767937821,2049.498803902317,0.582149530219647,637.9668125924077,421.42190983358427,10.98090646011084,172.4211716791484,560.9883986095407,6.0212188618508256
0,1726.814061015774,1471.7988667920445,13.798750415529328,0.0,0.0,626.2128942345302,1163.7252016787186,15938.561674841732,0.465891900675035,854.1068555381158,289.72534553577185,4.009925937410104,209.01390524180505,605.9056808178932,5.943918350579381
0,1000.6252164900358,1009.7907097642016,6.0,0.0,0.0,698.3642569930236,483.6058598198571,8249.266339115218,0.2736956128012252,478.1118406234179,395.2400015118382,9.44645602736407,182.2304741505384,476.9273222591037,3.251097397794055
0,2218.9619327403857,1391.9446288702184,16.63336629884699,0.0,0.0,848.6750831447055,1223.1447383769214,28253.787351303083,0.2084855287109659,849.9460988542655,282.9393474133838,4.398301473622211,224.8719444401964,617.6304436923785,4.918923460266679
0,1051.719990104423,1138.5029803384914,10.378548330128918,0.0,0.0,-474.9546892857097,650.4327434564403,30318.95562216889,0.1673671130410468,574.100950919012,225.6921907816873,4.042144248773679,255.6852708706207,550.6898577592016,3.335842258249944
0,1970.9304503249505,1416.6733399354937,15.519253777940238,0.0,0.0,736.1377179763974,1067.2089640477411,13924.219720508298,0.0673969963114448,704.2447128068275,293.505135424592,4.838472893898036,172.36215585763625,605.5505324672783,6.0107086304186605
0,2158.8793044624645,1387.4946894061036,15.087440881029108,0.0,0.0,824.251139769636,1161.0749366417965,25149.70044175944,0.1850978850854754,614.0610874451197,233.51674877854828,4.040696920773432,185.8261510039452,572.7520717732777,4.152778218396601
0,606.9482811981532,1186.837603034411,6.0,0.0,0.0,337.0583391092146,438.5243972270324,5431.787599892214,0.0329747334941965,291.7909791774068,198.262687002996,3.410953900804297,184.75728864802588,475.6310501709864,3.3517736235347173
0,599.9497084979178,938.2086188980862,6.0,0.0,0.0,510.1421507026027,368.1852954912064,2950.490301998189,0.471992454024519,239.99331021917573,305.688297767337,9.621205160741832,168.15095236866424,485.4416233403868,3.794825398914529
0,782.1172340370179,1533.9249410012326,10.782803122389335,0.0,0.0,287.0009401320643,708.4043626352758,12230.929617501351,0.3539619574488838,573.7337599577365,193.66297545083523,1.9994487582395264,255.39250442978005,600.9228401697678,6.126596725772186
0,1094.4839622771965,1386.4541699058254,12.84277567091141,0.0,0.0,421.8924844860401,756.9931303581611,32697.41465957949,0.5229354533965948,382.0297765706815,119.19699984918026,1.8043641686224787,238.46475847451293,554.0224598458707,3.320450793816599
0,1534.407251288047,1361.5463787995022,10.036758467883994,0.0,0.0,621.8766532091848,885.1176847107961,12980.463823069413,0.3764366487842905,440.39345933236206,212.876974720926,3.916889524608669,158.85771699371006,511.320449461225,3.720777944858436
0,1316.3885207437982,1425.9317672051725,11.724439348178077,0.0,0.0,500.39716972717633,959.747715899634,27665.922098950134,0.2642095714094576,415.7223351246771,145.19959652608668,2.096719312186692,210.2997564482279,531.8674701789986,3.1778839852159666
0,732.979637624406,954.2495304086708,6.0,0.0,0.0,588.1914402070655,471.4042224085188,11465.06924440671,0.2517271188106032,428.5414101540016,343.2132666096343,8.472022326985073,193.39610078623485,479.487873072181,3.126081271884067
0,1526.336518377438,1508.9776752586167,13.251056995699818,0.0,0.0,544.6660030158022,820.7282610085732,8974.146865705294,0.276795391310274,417.1241950776447,192.1758510862234,3.1675802028514704,146.74402053588605,556.1518090640225,5.095634555339213
0,2741.4598685573046,1195.8331317849977,14.841456702821318,0.0,0.0,867.1756920850385,1184.5128496275331,23283.00203721976,0.4311230003036299,734.8689149773718,417.0258185251008,10.877602679041988,172.11015517339055,574.2905562953891,4.40605829650985
0,1264.8537000434087,1253.8254658171963,9.74531734759695,0.0,0.0,564.0686667879334,615.860315150888,26936.64239719321,0.378494972580954,360.8019827649378,152.14103916389965,2.938684283944883,191.54884725690485,495.0833621368956,2.618963388764029
0,1114.1077102420504,1390.5747647452267,13.43181468517847,0.0,0.0,426.7139080166172,950.2253123657272,30801.3056483674,0.361233614742921,885.5105148975144,254.40751690844465,2.699640221397416,374.9671390008554,661.2579610614705,5.805061173376474
