,Design Power (kW),Design T41t (degK),Design OPR (-),Design altitude (ft),Design Mach (-),Limit OPR (-),Limit ITT (degK),Altitude (ft),Mach (-),Max Power OPR Limit (kW),Max Power ITT Limit (kW)
132,1769.5674863700247,1278.9862370886985,12.263788380710476,0.0,0.0,14.526286967363099,1273.15,5121.606782796536,0.19719249971060376,2197.912101950394,4804.139581034922
133,2309.723346278929,1385.322976892288,16.457621969296376,0.0,0.0,21.37196630011568,1273.15,12985.515140215146,0.311509555042932,2567.7942969597893,4794.891205625372
134,1397.6678251076069,1375.4618354221916,15.425511257615021,0.0,0.0,17.003801681181827,1273.15,12887.791855840247,0.368625137645875,1216.313722938685,2873.139383002084
135,1932.9964826455926,1385.8953222753303,10.63377891204555,0.0,0.0,11.157766236119526,1273.15,17545.508439320973,0.1553596446181326,1081.2422407099407,2494.3287777072524
136,711.3537527007767,1305.9272909590577,8.321577419278324,0.0,0.0,9.405665524211209,1273.15,2079.747437992431,0.4513041356828033,1137.3345010471953,1472.6905056842486
137,1138.5351554868846,1356.8028041791463,12.099682442833515,0.0,0.0,14.799866117763287,1273.15,18593.29438646568,0.45002668994996375,1015.1305608975404,1871.7512170358425
138,1762.8672991844353,1357.6544085322607,10.426856576793964,0.0,0.0,12.781069056694147,1273.15,28207.02557448592,0.0544238310727242,804.9121172642033,1958.3474431531815
139,1362.1544580111884,1395.0832179195718,11.15467480661061,0.0,0.0,13.400766267409816,1273.15,28735.383291892344,0.29160068509173465,638.5667654996997,1434.358683118652
140,1548.2276211631709,1268.413263183585,7.7425857345360445,0.0,0.0,9.275195428967557,1152.9358118770333,26870.19576997487,0.370646838229475,889.3541793984351,1571.9834685587382
141,1935.984897782335,1300.3762783446682,18.52848119947867,0.0,0.0,20.451252602369117,1273.15,27465.9763384851,0.38624729962383875,905.5878697701838,4693.479221326938
142,766.0697399817191,1048.8296164712474,7.0,0.0,0.0,7.272362418220253,958.15,2262.6487245162016,0.33896891124065925,988.6397032191974,1629.3607684754559
143,1337.2125968031703,1340.9019134264386,10.229419938203135,0.0,0.0,10.419940169070061,1273.15,15631.676309745846,0.2594849079271413,816.7655132988372,2064.0451329212015
144,1144.763616632572,1378.9207960033054,14.2273639211871,0.0,0.0,14.274637581358906,1273.15,31753.47938152773,0.574361910705016,441.5809632980459,1515.9998238980747
145,1532.4727218954708,961.8483323938585,9.700637318029791,0.0,0.0,12.127461218529472,958.15,2842.4650573762856,0.2699063550342268,3965.55632320563,10972.538437630064
146,1783.4653439234835,1414.4869438294195,18.41487156763551,0.0,0.0,21.05990655939684,1273.15,29458.469599060823,0.12952306286133758,667.937128109766,2578.7307664940577
147,1581.7840024910151,1056.0205503501452,8.605661896186342,0.0,0.0,9.63710440748692,1031.3598610279723,10183.790057161797,0.4699911318477573,2131.241997993371,4848.020827809656
148,1473.0131695676687,1328.6117180982023,19.956745960227487,0.0,0.0,25.878302137119306,1273.15,15789.39284187251,0.10183290846165344,1372.7278691936654,4557.622052060426
149,874.8779411321334,1009.6661827739166,7.0,0.0,0.0,7.451699491054268,958.15,30604.27793413101,0.3456611789610494,342.2474406227369,1416.268090577818
150,717.5997166848904,1223.669139252569,11.635839364508245,0.0,0.0,14.283875328670252,1160.173143931111,15527.01958996911,0.5563239808023303,897.2934255777878,1647.0061386575526
151,1238.8185976429925,1051.584316188398,8.436098967645279,0.0,0.0,9.770439318374462,958.15,30382.38617254535,0.14980406697935245,506.6567457009855,1879.1674560167428
152,874.5065878923208,1314.6180197808053,8.689107872761628,0.0,0.0,8.990272098598439,1273.15,9607.104775746562,0.19947703537550854,685.3924169505265,1458.2612122157404
153,1213.6022265468887,1239.1784446514334,7.795084024751044,0.0,0.0,7.956629911510348,1116.3606165486717,25646.85545273253,0.3525612575903316,521.2129306549846,1290.5103499160762
154,1517.6957532769736,1276.7193567738873,11.040711490358952,0.0,0.0,12.559303387553964,1273.15,34468.959829512045,0.07788912960668994,437.83955393619783,2002.2835103778214
155,2920.4948556788577,1347.3301799020992,12.77179484151597,0.0,0.0,13.22386260218823,1273.15,965.9030118329432,0.317905191882132,3486.913475522648,6812.404390512704
156,1280.8486989683834,1032.0722183646644,8.2988456933258,0.0,0.0,8.430195186272961,958.15,18544.97069399857,0.09916833197330001,618.3887056122343,2706.030059208552
157,2148.773153899325,1330.0925056837132,17.088025842871154,0.0,0.0,21.100911700524634,1273.15,14052.730952183463,0.4304512466590796,2389.5917683560406,5904.296676281497
