,Design Power (kW),Design T41t (degK),Design OPR (-),Design altitude (ft),Design Mach (-),Design Fuel Consumed (kg/h),Limit OPR (-),Limit ITT (degK),Altitude (ft),Mach (-),Max Power OPR Limit (kW),Max Power ITT Limit (kW)
94,988.7830406794158,1283.6111265265683,12.156555297004395,0.0,0.0,382.07304662376026,15.4204485223649,1273.15,15555.555555555557,0.6,1317.6705051536778,2403.3241814062585
95,988.7830406794158,1283.6111265265683,12.156555297004395,0.0,0.0,382.07304662376026,15.4204485223649,1273.15,19444.444444444445,0.6,1112.4913592453129,2204.953838715181
96,988.7830406794158,1283.6111265265683,12.156555297004395,0.0,0.0,382.07304662376026,15.4204485223649,1273.15,23333.33333333333,0.6,934.3184259234616,2011.1581947382808
97,988.7830406794158,1283.6111265265683,12.156555297004395,0.0,0.0,382.07304662376026,15.4204485223649,1273.15,27222.22222222222,0.6,779.6408158122358,1822.058295078893
98,988.7830406794158,1283.6111265265683,12.156555297004395,0.0,0.0,382.07304662376026,15.4204485223649,1273.15,31111.11111111111,0.6,645.7185276948443,1637.7424024089116
99,988.7830406794158,1283.6111265265683,12.156555297004395,0.0,0.0,382.07304662376026,15.4204485223649,1273.15,35000.0,0.6,530.3085588443927,1458.257914338314
0,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,0.0,0.05,2440.045397068918,7766.163375434114
1,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,3888.8888888888887,0.05,2079.5604591492697,7370.773871334543
2,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,7777.777777777777,0.05,1763.0225606804145,6960.653470600892
3,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,11666.666666666666,0.05,1487.0682339402326,6538.501340981439
4,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,15555.555555555557,0.05,1248.0985488195115,6106.580278764772
5,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,19444.444444444445,0.05,1042.390449309244,5667.01101924119
6,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,23333.33333333333,0.05,866.22465267557,5221.762367021882
7,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,27222.22222222222,0.05,716.038626165906,4772.634954409795
8,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,31111.11111111111,0.05,588.5410826445615,4321.2367759340905
9,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,35000.0,0.05,480.7670661278486,3868.9471002622895
10,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,0.0,0.1111111111111111,2490.700955921925,7803.604467227957
11,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,3888.8888888888887,0.1111111111111111,2122.8838115737776,7404.190610127967
12,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,7777.777777777777,0.1111111111111111,1799.8089792081475,6990.283369154828
13,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,11666.666666666666,0.1111111111111111,1518.105584816229,6564.554293778611
14,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,15555.555555555557,0.1111111111111111,1274.1265006219603,6129.257084514353
15,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,19444.444444444445,0.1111111111111111,1064.093944795798,5686.50352642644
16,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,23333.33333333333,0.1111111111111111,884.2253215293289,5238.253487464383
17,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,27222.22222222222,0.1111111111111111,730.8894868970772,4786.298764080337
18,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,31111.11111111111,0.1111111111111111,600.7265355721695,4332.238641991462
19,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,35000.0,0.1111111111111111,490.7071007707317,3877.443868822616
20,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,0.0,0.1722222222222222,2580.8607948242475,7869.535477414644
21,2006.813858824496,1075.0699281123752,11.011447389260338,0.0,0.0,3972.7508976688473,11.649028958957793,1019.593903180762,3888.8888888888887,0.1722222222222222,2199.94511538579,7463.0475812124605
